news,label
"The final price will be specified by 14 May 2010 , the acquiring company said .",1
"Wayne Greensmith , Fiskars Brands UK senior brand manager , said : `` We have launched this as we want to give something back to the community .",1
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",2
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",1
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",2
The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .,1
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",1
"Elcoteq 's stock of orders has stabilised in the past weeks , Mr Krippl said .",2
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",2
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,1
"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",1
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,0
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,0
"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .",1
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",1
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,1
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",1
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,2
Financial details were n't disclosed .,1
"The closing of the transaction is scheduled to take place on January 10 , 2008 .",1
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,2
The company says it is difficult to estimate the market situation for the whole year 2009 .,1
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",1
"Body The credit falls due February 24 , 2014 .",1
"However , the production is almost entirely very labor intensive and based on small investments only .",1
The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,1
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",1
`` We are selling an information systems development business to the Finns .,1
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,1
Gearing was 43 % compared to 67 % in 2004 .,1
"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .",1
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",1
Net sales surged by 30 % to EUR 36 million .,2
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,1
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,1
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,1
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",0
The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .,1
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",2
Finnish glass technology group Glaston Corporation ( OMX Helsinki : GLA1V ) reported on Thursday ( 14 August ) an operating profit of EUR6 .5 m on net sales of EUR201 .5 m for the period January-September 2008 .,1
The new technology improves the glass quality and consistency while increasing throughput .,2
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",1
The total investment of the project will be approximately EUR 36m .,1
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",1
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,1
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,1
There are no substitutes to AC drives .,1
KONE is listed on the Nordic Exchange in Helsinki .,1
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",2
"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) .",1
"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",2
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",1
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",1
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",1
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",1
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1
"According to Finnair Technical Services , the measure is above all due to the employment situation .",1
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",1
